targetName	canonicalName	previousNames	nation	tier	type	attribute	oldValue	newValue	version	notes	trend	shipStatus	tags	sourceSheet
ZF-6	ZF-6		德国	9	驱逐舰	Дальность хода торпед	8	9 км	26.6	官方公告：https://blog.korabli.su/blog/682	buff	released		Korabli #682
Prinz Eugen	Prinz Eugen		德国	8	巡洋舰	Количество зарядов снаряжения «Ремонтная команда»	3	4	26.6	官方公告：https://blog.korabli.su/blog/682	buff	released		Korabli #682
Weimar	Weimar		德国	7	巡洋舰	Время перезарядки орудий ГК	8	8,3 с	26.6	官方公告：https://blog.korabli.su/blog/682	nerf	released		Korabli #682
Ruggiero di Lauria	Ruggiero di Lauria		意大利	10	战列舰	Время перезарядки орудий ГК	30	28 с	26.6	官方公告：https://blog.korabli.su/blog/682	buff	released		Korabli #682
Ruggiero di Lauria	Ruggiero di Lauria		意大利	10	战列舰	Дальность стрельбы ГК	19,3 км.	21,8 км	26.6	官方公告：https://blog.korabli.su/blog/682	buff	released		Korabli #682
Ise	Ise		日本	6	战列舰	Управляемой эскадрилье торпедоносцев добавлено снаряжение «Охлаждение двигателя»	—	—	26.6	官方公告：https://blog.korabli.su/blog/682	adjustment	released		Korabli #682
Ise	Ise		日本	6	战列舰	Время перезарядки орудий ГК	30	27 с	26.6	官方公告：https://blog.korabli.su/blog/682	buff	released		Korabli #682
Tone	Tone		日本	8	巡洋舰	Управляемой эскадрилье торпедоносцев добавлено снаряжение «Охлаждение двигателя»	—	—	26.6	官方公告：https://blog.korabli.su/blog/682	adjustment	released		Korabli #682
Новороссийск	Новороссийск		苏联	6	战列舰	Запас боеспособности корабля	40100	44500 единиц	26.6	官方公告：https://blog.korabli.su/blog/682	buff	released		Korabli #682
Североморск	Североморск		苏联	10	战列舰	Количество потенциального урона, который необходимо получить для увеличения прогресса боевой инструкции	125 000	110 000 единиц	26.6	官方公告：https://blog.korabli.su/blog/682	nerf	released		Korabli #682
Błyskawica '63	Błyskawica '63		欧洲	8	驱逐舰	Время перезарядки ГК	3,8	4 с	26.6	官方公告：https://blog.korabli.su/blog/682	nerf	released		Korabli #682
Wukong	Wukong		泛亚	8	巡洋舰	Дальность хода торпед	12	13 км	26.6	官方公告：https://blog.korabli.su/blog/682	buff	released		Korabli #682
Wukong	Wukong		泛亚	8	巡洋舰	Время перезарядки ГК	10,5	10 с	26.6	官方公告：https://blog.korabli.su/blog/682	buff	released		Korabli #682
Wukong	Wukong		泛亚	8	巡洋舰	Изменена баллистика снарядов. Теперь они летят по более настильной траектории	—	—	26.6	官方公告：https://blog.korabli.su/blog/682	adjustment	released		Korabli #682
Грем	Грем		苏联	8	巡洋舰	Изменена баллистика снарядов. Теперь они летят по более настильной траектории	—	—	26.6	官方公告：https://blog.korabli.su/blog/682	adjustment	released		Korabli #682
Микоян	Микоян		苏联	5	巡洋舰	Время перезарядки орудий ГК	13,2	12 с	26.6	官方公告：https://blog.korabli.su/blog/682	buff	released		Korabli #682
К-1	К-1		苏联	10	潜艇	Максимальная скорость хода	37	34,5 узлов	26.6	官方公告：https://blog.korabli.su/blog/682	nerf	released		Korabli #682
К-1	К-1		苏联	10	潜艇	Добавлен дополнительный постоянный эффект: Время перезарядки снаряжения «Ремонтная команда» -10%	—	—	26.6	官方公告：https://blog.korabli.su/blog/682	adjustment	released		Korabli #682
К-1	К-1		苏联	10	潜艇	Изменён активируемый эффект. Новый эффект: Время действия снаряжения «Ремонтная команда» +1,2%	—	—	26.6	官方公告：https://blog.korabli.su/blog/682	adjustment	released		Korabli #682
К-1	К-1		苏联	10	潜艇	Изменено условие активации эффекта. Теперь оно звучит так: «Эффективность снаряжения увеличивается каждый раз при получении 90 000 ед. потенциального урона». Таким образом, каждые 90 000 ед. потенциального урона будут повышать время действия «Ремонтной команды»	—	—	26.6	官方公告：https://blog.korabli.su/blog/682	adjustment	released		Korabli #682
Stonewall	Stonewall		美国	11	驱逐舰	Снаряжение «Корректировщик огня» заменено на «Корректировщик огня ускоренного темпа» со следующими характеристиками: Бонус к дальности стрельбы ГК: +20%	—	—	26.5	官方公告：https://blog.korabli.su/blog/678	adjustment	test		Korabli #678
Stonewall	Stonewall		美国	11	驱逐舰	Изменены параметры манёвренности: Корабль будет терять меньше скорости при маневрировании	—	—	26.5	官方公告：https://blog.korabli.su/blog/678	adjustment	test		Korabli #678
Stonewall	Stonewall		美国	11	驱逐舰	Время перекладки руля	5,1	4,8 с	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Stonewall	Stonewall		美国	11	驱逐舰	Изменены параметры торпед: Максимальный урон	14718	16533 ед	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Stonewall	Stonewall		美国	11	驱逐舰	Дальность хода	10	16,5 км	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Stonewall	Stonewall		美国	11	驱逐舰	Скорость хода	58	66 узлов	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Stonewall	Stonewall		美国	11	驱逐舰	Время перезарядки	95	105 с	26.5	官方公告：https://blog.korabli.su/blog/678	nerf	test		Korabli #678
Stonewall	Stonewall		美国	11	驱逐舰	Заметность	1,1	1,4 км	26.5	官方公告：https://blog.korabli.su/blog/678	nerf	test		Korabli #678
Wotan	Wotan		德国	10	巡洋舰	Время поворота орудий ГК на 180 градусов	36	30 с	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Wotan	Wotan		德国	10	巡洋舰	Время перезарядки орудий ГК	31	28 с	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Wotan	Wotan		德国	10	巡洋舰	Максимальный урон ББ-снаряда	11600	11000 ед	26.5	官方公告：https://blog.korabli.su/blog/678	nerf	test		Korabli #678
Wotan	Wotan		德国	10	巡洋舰	Углы стрельбы носовой башни ГК увеличены на 9 градусов в направлении каждого из бортов	—	—	26.5	官方公告：https://blog.korabli.su/blog/678	adjustment	test		Korabli #678
Wotan	Wotan		德国	10	巡洋舰	Время перекладки руля	15,2	12,1 с	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Wotan	Wotan		德国	10	巡洋舰	Заметность с кораблей	16,5	15,7 км	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Wotan	Wotan		德国	10	巡洋舰	Количество зарядов снаряжения «Аварийное подразделение»	4	6	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Connecticut	Connecticut		美国	7	战列舰	Максимальный урон ПББ-снаряда ПМК	2700	2400 ед	26.5	官方公告：https://blog.korabli.su/blog/678	nerf	test		Korabli #678
Connecticut	Connecticut		美国	7	战列舰	Время перезарядки орудий ПМК	4	4	26.5	官方公告：https://blog.korabli.su/blog/678	neutral	test		Korabli #678
Washington	Washington		美国	8	战列舰	Максимальный урон ПББ-снаряда ПМК	2700	2400 ед	26.5	官方公告：https://blog.korabli.su/blog/678	nerf	test		Korabli #678
Washington	Washington		美国	8	战列舰	Время перезарядки орудий ПМК	5	5	26.5	官方公告：https://blog.korabli.su/blog/678	neutral	test		Korabli #678
Indiana	Indiana		美国	9	战列舰	Максимальный урон ПББ-снаряда ПМК	2700	2400 ед	26.5	官方公告：https://blog.korabli.su/blog/678	nerf	test		Korabli #678
Indiana	Indiana		美国	9	战列舰	Время перезарядки орудий ПМК	4.8	5 с	26.5	官方公告：https://blog.korabli.su/blog/678	nerf	test		Korabli #678
Indiana	Indiana		美国	9	战列舰	Время перезарядки снаряжения «Ремонтная команда»	80	60 с	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
New Jersey	New Jersey		美国	10	战列舰	Максимальный урон ПББ-снаряда ПМК	2700	2400 ед	26.5	官方公告：https://blog.korabli.su/blog/678	nerf	test		Korabli #678
New Jersey	New Jersey		美国	10	战列舰	Время перезарядки снаряжения «Ремонтная команда»	80	60 с	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Virginia	Virginia		美国	11	战列舰	Максимальный урон ПББ-снаряда ПМК	3850	3350 ед	26.5	官方公告：https://blog.korabli.su/blog/678	nerf	test		Korabli #678
Virginia	Virginia		美国	11	战列舰	Время перезарядки снаряжения «Ремонтная команда»	80	60 с	26.5	官方公告：https://blog.korabli.su/blog/678	buff	test		Korabli #678
Stonewall	Stonewall		美国	11	驱逐舰	Время перезарядки орудий ГК	7	5,8 с	26.4	官方公告：https://blog.korabli.su/blog/677	buff	test		Korabli #677
Stonewall	Stonewall		美国	11	驱逐舰	Заметность с кораблей	9,3	8,1 км	26.4	官方公告：https://blog.korabli.su/blog/677	buff	test		Korabli #677
Stonewall	Stonewall		美国	11	驱逐舰	Изменены параметры снаряжения «Корректировщик огня» Время перезарядки	240	120 с	26.4	官方公告：https://blog.korabli.su/blog/677	buff	test		Korabli #677
Stonewall	Stonewall		美国	11	驱逐舰	Время работы увеличено со 100 до 160 с	—	—	26.4	官方公告：https://blog.korabli.su/blog/677	adjustment	test		Korabli #677
Oregon	Oregon		美国	8	战列舰	Дальность стрельбы ГК	19.3	18,5 км	26.4	官方公告：https://blog.korabli.su/blog/677	nerf	test		Korabli #677
